ID_avtorja,vsebina,vezava,stevilo_strani,izdano,ID_knjige 
2001717,Dick Young is lent a house in Cornwall by his friend Professor Magnus Lane. During his stay he agrees to serve as guinea pig for a new drug Magnus has discovered in his biochemical research; the effect of which is to transport Dick from the house at Kilmarth to the Cornwall of the 14th century.Alternate cover is available here.,Paperback,329,2003,50246
26335,"Few novels have caused as much debate as Hubert Selby Jr.'s notorious masterpiece, Last Exit to Brooklyn, and this Penguin Modern Classics edition includes an introduction by Irvine Welsh, author of Trainspotting.Described by various reviewers as hellish and obscene, Last Exit to Brooklyn tells the stories of New Yorkers who at every turn confront the worst excesses in human nature. Yet there are moments of exquisite tenderness in these troubled lives. Georgette, the transvestite who falls in love with a callous hoodlum; Tralala, the conniving prostitute who plumbs the depths of sexual degradation; and Harry, the strike leader who hides his true desires behind a boorish masculinity, are unforgettable creations. Last Exit to Brooklyn was banned by British courts in 1967, a decision that was reversed the following year with the help of a number of writers and critics including Anthony Burgess and Frank Kermode.Hubert Selby, Jr. (1928-2004) was born in Brooklyn, New York. At the age of 15, he dropped out of school and went to sea with the merchant marines. While at sea he was diagnosed with lung disease. With no other way to make a living, he decided to try writing: 'I knew the alphabet. Maybe I could be a writer.' In 1964 he completed his first book, Last Exit to Brooklyn, which has since become a cult classic. In 1966, it was the subject of an obscenity trial in the UK. His other books include The Room, The Demon, Requiem for a Dream, The Willow Tree and Waiting Period. In 2000, Requiem for a Dream was adapted into a film starring Jared Leto and Ellen Burstyn, and directed by Darren Aronofsky.If you enjoyed Last Exit to Brooklyn, you might like Larry McMurty's The Last Picture Show, also available in Penguin Modern Classics.'Last Exit to Brooklyn will explode like a rusty hellish bombshell over America, and still be eagerly read in 100 years'Allen Ginsberg'An urgent tickertape from hell'Spectator",Paperback,290,2000,50275
28345,"Vikram Seth's novel is, at its core, a love story: Lata and her mother, Mrs. Rupa Mehra, are both trying to find—through love or through exacting maternal appraisal—a suitable boy for Lata to marry. Set in the early 1950s, in an India newly independent and struggling through a time of crisis, A Suitable Boy takes us into the richly imagined world of four large extended families and spins a compulsively readable tale of their lives and loves. A sweeping panoramic portrait of a complex, multiethnic society in flux, A Suitable Boy remains the story of ordinary people caught up in a web of love and ambition, humor and sadness, prejudice and reconciliation, the most delicate social etiquette and the most appalling violence.",Paperback,1474,2005,50365
28345,"The author of the international bestseller A Suitable Boy returns with a powerful and deeply romantic tale of two gifted musicians. Michael Holme is a violinist, a member of the successful Maggiore Quartet. He has long been haunted, though, by memories of the pianist he loved and left ten years earlier, Julia McNicholl. Now Julia, married and the mother of a small child, unexpectedly reenters his life and the romance flares up once more. Against the magical backdrop of Venice and Vienna, the two lovers confront the truth about themselves and their love, about the music that both unites and divides them, and about a devastating secret that Julia must finally reveal. With poetic, evocative writing and a brilliant portrait of the international music scene, An Equal Music confirms Vikram Seth as one of the world's finest and most enticing writers.",Paperback,383,2000,50366
13275,"With his characteristic raw and minimalist style, Charles Bukowski takes us on a walk through his side of town in Hot Water Music.  He gives us little vignettes of depravity and lasciviousness, bite sized pieces of what is both beautiful and grotesque.The stories in Hot Water Music dash around the worst parts of town – a motel room stinking of sick, a decrepit apartment housing a perpetually arguing couple, a bar tended by a skeleton – and depict the darkest parts of human existence.  Bukowski talks simply and profoundly about the underbelly of the working class without raising judgement. In the way he writes about sex, relationships, writing, and inebriation, Bukowski sets the bar for irreverent art – his work inhabits the basest part of the mind and the most extreme absurdity of the everyday.",Paperback,224,2002,50453
13275,,Paperback,232,2002,50466
6343,"Klima, a celebrated jazz trumpeter, receives a phone call announcing that a young nurse with whom he spent a brief night at a fertility spa is pregnant. She has decided he is the father.And so begins a comedy which, during five madcap days, unfolds with ever-increasing speed. Klima's beautiful, jealous wife, the nurse's equally jealous boyfriend, a fanatical gynaecologist, a rich American, at once Don Juan and saint, and an elderly political prisoner who, just before his emigration, is holding a farewell party at the spa are all drawn into this black comedy, as in A Midsummer Night's Dream.As usual, Milan Kundera poses serious questions with a blasphemous lightness which makes us understand that the modern world has taken away our right to tragedy.",Paperback,288,1998,50605
463,"When talented young writer Nathan Zuckerman makes his pilgrimage to sit at the feet of his hero, the reclusive master of American Literature, E. I. Lonoff, he soon finds himself enmeshed in the great Jewish writer's domestic life, with all its complexity, artifice and drive for artistic truth. As Nathan sits in breathlessly awkward conversation with his idol, a glimpse of a dark-haired beauty through a closing doorway leaves him reeling. He soon learns that the entrancing vision is Amy Bellette, but her position in the Lonoff household - student? mistress? - remains tantalisingly unclear. Over a disturbed and confusing dinner, Nathan gleans snippets of Amy's haunting Jewish background, and begins to draw his own fantastical conclusions...",Paperback,179,2005,50696
28576,"THE TOUCHING TRUE STORY THAT WON THE HEARTS OF MILLIONS OF READERS AROUND THE WORLD!Anna was only four years old when Fynn found her on London's fog-shrouded docks. He took her back to his mother's home, and from that first moment, their times together were filled with delight and discovery. Anna had an astonishing ability to ask--and to answer--life's largest questions. Her total openness and honesty amazed all who knew her. She seemed to understand with uncanny certainty the purpose of being, the essence of feeling, the beauty of love. You see, Anna had a very special friendship with Mister God. . . .",Paperback,298,2000,50807
22485,"Dolls: red or black; capsules or tablets; washed down with vodka or swallowed straight-for Anne, Neely, and Jennifer, it doesn't matter, as long as the pill bottle is within easy reach. These three women become best friends when they are young and struggling in New York City and then climb to the top of the entertainment industry-only to find that there is no place left to go but down-into the Valley of the Dolls.",,449,1997,50833
3472,"Cat's Eye is the story of Elaine Risley, a controversial painter who returns to Toronto, the city of her youth, for a retrospective of her art. Engulfed by vivid images of the past, she reminisces about a trio of girls who initiated her into the fierce politics of childhood and its secret world of friendship, longing, and betrayal. Elaine must come to terms with her own identity as a daughter, a lover, and artist, and woman - but above all she must seek release from her haunting memories. Disturbing, hilarious, and compassionate, Cat's Eye is a breathtaking novel of a woman grappling with the tangled knots of her life.",Paperback,462,1998,51019
147,"Continuing the subversive self-revelation begun in Tropic of Cancer and Tropic of Capricorn, Henry Miller takes readers along a mad, free-associating journey from the damp grime of his Brooklyn youth to the sun-splashed cafes and squalid flats of Paris. With incomparable glee, Miller shifts effortlessly from Virgil to venereal disease, from Rabelais to Roquefort. In this seductive technicolor swirl of Paris and New York, he captures like no one else the blending of people and the cities they inhabit.",Paperback,243,1994,51089
147,"An essential collection of writings, bursting with Henry Miller’s exhilarating candor and wisdomIn this selection of stories and essays, Henry Miller elucidates, revels, and soars, showing his command over a wide range of moods, styles, and subject matters. Writing “from the heart,” always with a refreshing lack of reticence, Miller involves the reader directly in his thoughts and feelings. “His real aim,” Karl Shapiro has written, “is to find the living core of our world whenever it survives and in whatever manifestation, in art, in literature, in human behavior itself. It is then that he sings, praises, and shouts at the top of his lungs with the uncontainable hilarity he is famous for.”Here are some of Henry Miller’s best-known writings: an essay on the photographer Brassai; Reflections on Writing, in which Miller examines his own position as a writer; Seraphita and Balzac and His Double, on the works of other writers; and The Alcoholic Veteran, Creative Death, The Enormous Womb, and The Philosopher Who Philosophizes.",Paperback,250,1960,51091
28719,"A 20-year-old Chinese painter named Stephen is sent to his family's summer home in a Japanese coastal village to recover from a bout with tuberculosis. Here he is cared for by Matsu, a reticent housekeeper and a master gardener. Over the course of a remarkable year, Stephen learns Matsu's secret and gains not only physical strength, but also profound spiritual insight. Matsu is a samurai of the soul, a man devoted to doing good and finding beauty in a cruel and arbitrary world, and Stephen is a noble student, learning to appreciate Matsu's generous and nurturing way of life and to love Matsu's soul-mate, gentle Sachi, a woman afflicted with leprosy. ",Paperback,211,1995,51113
28719,"Sent by her family to work in a silk factory just prior to World War II, young Pei grows to womanhood, working fifteen-hour days and sending her pay to the family who abandoned her.In ""Women of the Silk"" Gail Tsukiyama takes her readers back to rural China in 1926, where a group of women forge a sisterhood amidst the reeling machines that reverberate and clamor in a vast silk factory from dawn to dusk. Leading the first strike the village has ever seen, the young women use the strength of their ambition, dreams, and friendship to achieve the freedom they could never have hoped for on their own. Tsukiyama's graceful prose weaves the details of ""the silk work"" and Chinese village life into a story of courage and strength.",Paperback,278,1993,51114
13275,"""It began as a mistake."" By middle age, Henry Chinaski has lost more than twelve years of his life to the U.S. Postal Service. In a world where his three true, bitter pleasures are women, booze, and racetrack betting, he somehow drags his hangover out of bed every dawn to lug waterlogged mailbags up mud-soaked mountains, outsmart vicious guard dogs, and pray to survive the day-to-day trials of sadistic bosses and certifiable coworkers.This classic 1971 novel--the one that catapulted its author to national fame--is the perfect introduction to the grimly hysterical world of legendary writer, poet, and Dirty Old Man Charles Bukowski and his fictional alter ego, Chinaski.",Paperback,208,2002,51504
29064,"Cooper says, ""I present the actual act of evil so it's visible and give it a bunch of facets so that you can actually look at it and experience it. You're seduced into dealing with it. ... So with Frisk, whatever pleasure you got out of making a picture in your mind based on ... those people being murdered, you take responsibility for it."" In unsparingly confessional mode, Cooper leads the reader into a confrontation with what they get out of fantasized scenes of violence. A brilliant novel -- not a genre horror work but, rather, a critique of the power of genre. ",Paperback,204,2002,51590
29068,"This was no ordinary war. This was a war to make the world safe for democracy. And if democracy was made safe, then nothing else mattered--not the millions of dead bodies, nor the thousands of ruined lives... This is no ordinary novel. This is a novel that never takes the easy way out: it is shocking, violent, terrifying, horrible, uncompromising, brutal, remorseless and gruesome... but so is war. Winner of the National Book Award""Mr. Trumbo sets this story down almost without pause or punctuation and with a fury amounting to eloquence.""-- ""The New York Times""""It is hard to imaging a more persuasive argument for staying out of war than this smooth, savage, brilliant tale.""-- ""Chicago Daily News""",Paperback,309,2000,51606
15591,"Anarchist, journalist, drama critic, advocate of birth control and free love, Emma Goldman was the most famous—and notorious—woman in the early twentieth century. This abridged version of her two-volume autobiography takes her from her birthplace in czarist Russia to the socialist enclaves of Manhattan’s Lower East Side. Against a dramatic backdrop of political argument, show trials, imprisonment, and tempestuous romances, Goldman chronicles the epoch that she helped shape: the reform movements of the Progressive Era, the early years of and later disillusionment with Lenin’s Bolshevik experiment, and more. Sounding a call still heard today, Living My Life is a riveting account of political ferment and ideological turbulence.First time in Penguin ClassicsCondensed to half the length of Goldman's original work, this edition is accessible to those interested in the activist and her extraordinary era ",Paperback,672,2006,51695
5001,"Selected by the Times Literary Supplement as one of the ""hundred most influential books since the war""How can we benefit from the promise of government while avoiding the threat it poses to individual freedom? In this classic book, Milton Friedman provides the definitive statement of his immensely influential economic philosophy—one in which competitive capitalism serves as both a device for achieving economic freedom and a necessary condition for political freedom. The result is an accessible text that has sold well over half a million copies in English, has been translated into eighteen languages, and shows every sign of becoming more and more influential as time goes on.",Paperback,208,2002,51877
1260,"Librarian note: an alternate cover for this edition can be found here.Michel Foucault examines the archeology of madness in the West from 1500 to 1800 – from the late Middle Ages, when insanity was still considered part of everyday life and fools and lunatics walked the streets freely, to the time when such people began to be considered a threat, asylums were first built, and walls were erected between the “insane” and the rest of humanity.",Paperback,320,1988,51933
1113469,"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning.",Mass Market Paperback,152,1981,52036
12806,"Originally appearing as a series of articles in The New Yorker, Hannah Arendt’s authoritative and stunning report on the trial of Nazi leader Adolf Eichmann sparked a flurry of debate upon its publication. This revised edition includes material that came to light after the trial, as well as Arendt’s postscript directly addressing the controversy that arose over her account. A major journalistic triumph by an intellectual of singular influence, Eichmann in Jerusalem is as shocking as it is informative—an unflinching look at one of the most unsettling and unsettled issues of the twentieth century that remains hotly debated to this day.",Paperback,312,2006,52090
3012988,"Robert Graves begins anew the tumultuous life of the Roman who became emperor in spite of himself. Captures the vitality, splendor, and decadence of the Roman world at the point of its decline.",Paperback,533,1989,52251
8050,"For Joanna, her husband, Walter, and their children, the move to beautiful Stepford seems almost too good to be true. It is. For behind the town's idyllic facade lies a terrible secret—a secret so shattering that no one who encounters it will ever be the same.At once a masterpiece of psychological suspense and a savage commentary on a media-driven society that values the pursuit of youth and beauty at all costs, The Stepford Wives is a novel so frightening in its final implications that the title itself has earned a place in the American lexicon.",Paperback,144,2002,52350
29535,"In 2025, with the world descending into madness and anarchy, one woman begins a fateful journey toward a better futureLauren Olamina and her family live in one of the only safe neighborhoods remaining on the outskirts of Los Angeles. Behind the walls of their defended enclave, Lauren’s father, a preacher, and a handful of other citizens try to salvage what remains of a culture that has been destroyed by drugs, disease, war, and chronic water shortages. While her father tries to lead people on the righteous path, Lauren struggles with hyperempathy, a condition that makes her extraordinarily sensitive to the pain of others.When fire destroys their compound, Lauren’s family is killed and she is forced out into a world that is fraught with danger. With a handful of other refugees, Lauren must make her way north to safety, along the way conceiving a revolutionary idea that may mean salvation for all mankind.",Paperback,345,2000,52397
10366,"Clive Barker has made his mark on modern fiction by exposing all that is surreal and magical in the ordinary world --- and exploring the profound and overwhelming terror that results. With its volatile mix of the fantastical and the contemporary, the everyday and the otherworldly, Weaveworld is an epic work of dark fantasy and horror -- a tour de force from one of today's most forceful and imaginative artists.Barker turns from his usual horror to epic-length fantasy for this account of the Fugue, a magical land inhabited by descendants of supernatural beings who once shared the earth with humans. The Fugue has been woven into a carpet for protection against those who would destroy it; the death of its guardian occasions a battle between good and particularly repulsive evil forces for control of the Fugue. Weaveworld is rich with memorable characters, exciting situations, and pockets of Barker's trademark horror.",Paperback,721,2001,52640
4391,"Deftly interweaving humor and pathos, Saul Bellow evokes in the climactic events of one day the full drama of one man's search to affirm his own worth and humanity.",Paperback,114,2003,52782
4391,"Henderson has come to Africa on a spiritual safari, a quest for the truth. His feats of strength, his passion for life, and, most importantly, his inadvertant success in bringing rain have made him a god-like figure among the tribes.",Paperback,341,1996,52783
4174,"In this darkly comic short story collection, Sherman Alexie, a Spokane/Coeur d'Alene Indian, brilliantly weaves memory, fantasy, and stark realism to paint a complex, grimly ironic portrait of life in and around the Spoke Indian Reservation. These 22 interlinked tales are narrated by characters raised on humiliation and government-issue cheese, and yet are filled with passion and affection, myth and dream. There is Victor, who as a nine-year-old crawled between his unconscious parents hoping that the alcohol seeping through their skins might help him sleep. Thomas Builds-the-Fire, who tells his stories long after people stop listening, and Jimmy Many Horses, dying of cancer, who writes letters on stationary that reads ""From the Death Bed of James Many Horses III,"" even though he actually writes them on his kitchen table. Against a backdrop of alcohol, car accidents, laughter, and basketball, Alexie depicts the distances between Indians and whites, reservation Indians and urban Indians, men and women, and most poetically, between modern Indians and the traditions of the past.",Paperback,242,2005,52873
4174,"A beloved American writer whose books are championed by critics and readers alike, Sherman Alexie has been hailed by Time as ""one of the better new novelists, Indian or otherwise."" In these stories, we meet the kind of American Indians we rarely see in literature -- the kind who pay their bills, hold down jobs, fall in and out of love. A Spokane Indian journalist transplanted from the reservation to the city picks up a hitchhiker, a Lummi boxer looking to take on the toughest Indian in the world. A Spokane son waits for his diabetic father to come home from the hospital, tossing out the Hershey Kisses the father has hidden all over the house. An estranged interracial couple, separated in the midst of a traffic accident, rediscover their love for each other. A white drifter holds up an International House of Pancakes, demanding a dollar per customer and someone to love, and emerges with $42 and an overweight Indian he dubs Salmon Boy. Sherman Alexie's voice is one of remarkable passion, and these stories are love stories -- between parents and children, white people and Indians, movie stars and ordinary people. Witty, tender, and fierce, The Toughest Indian in the World is a virtuoso performance by one of the country's finest writers.",Paperback,256,2001,52877
4174,"A murderer is stalking and scalping white men in Seattle, his calling card a pair of feathers crossed on the victim's chest. While this so-called Indian Killer terrorises the city, its Native American population is thrown into turmoil. With each new murder, the city is gripped by fear, and as the killer searches for his latest victim, the novel builds to its unexpected and terrifying climax.",Paperback,432,1998,52878
29901,"An international bestseller and winner of the Prix Goncourt, France's most prestigious literary award, The Ogre is a masterful tale of innocence, perversion, and obsession. It follows the passage of strange, gentle Abel Tiffauges from submissive schoolboy to ""ogre"" of the Nazi school at the castle of Kaltenborn, taking us deeper into the dark heart of fascism than any novel since The Tin Drum. Until the very last page, when Abel meets his mystic fate in the collapsing ruins of the Third Reich, it shocks us, dazzles us, and above all holds us spellbound.",Paperback,373,1997,52926
29952,"Jean Genet's seminal Our Lady Of The Flowers (1943) is generally considered to be his finest fictional work. The first draft was written while Genet was incarcerated in a French prison; when the manuscript was discovered and destroyed by officials, Genet, still a prisoner, immediately set about writing it again. It isn't difficult to understand how and why Genet was able to reproduce the novel under such circumstances, because Our Lady Of The Flowers is nothing less than a mythic recreation of Genet's past and then - present history. Combining memories with facts, fantasies, speculations, irrational dreams, tender emotion, empathy, and philosophical insights, Genet probably made his isolation bearable by retreating into a world not only of his own making, but one over which he had total control.",Paperback,216,2004,53003
29963,"The Collected Poems of W. B. Yeats includes all of the poems authorized by Yeats for inclusion in his standard canon. Breathtaking in range, it encompasses the entire arc of his career, from luminous reworking of ancient Irish myths and legends to passionate meditations on the demands and rewards of youth and old age, from exquisite, occasionally whimsical songs of love, nature, and art to somber and angry poems of life in a nation torn by war and uprising. In observing the development of rich and recurring images and themes over the course of his body of work, we can trace the quest of this century's greatest poet to unite intellect and artistry in a single magnificent vision.Revised and corrected, this edition includes Yeat's own notes on his poetry, complemented by explanatory notes from esteemed Yeats scholar Richard J. Finneran. The Collected Poems of W. B. Yeats is the most comprehensive edition of one of the world's most beloved poets available in paperback.",Paperback,544,1996,53022
19405,"The world-famous masterpiece by Nobel laureate Thomas Mann -- here in a new translation by Michael Henry Heim.Published on the eve of World War I, a decade after Buddenbrooks had established Thomas Mann as a literary celebrity, Death in Venice tells the story of Gustav von Aschenbach, a successful but aging writer who follows his wanderlust to Venice in search of spiritual fulfillment that instead leads to his erotic doom.In the decaying city, besieged by an unnamed epidemic, he becomes obsessed with an exquisite Polish boy, Tadzio. ""It is a story of the voluptuousness of doom,"" Mann wrote. ""But the problem I had especially in mind was that of the artist's dignity.""",Paperback,160,2005,53061
19405,"Featuring his world-famous masterpiece, ""Death in Venice,"" this new collection of Nobel laureate Thomas Mann's stories and novellas reveals his artistic evolution. In this new, widely acclaimed translation that restores the controversial passages that were cut out of the original English version, ""Death in Venice"" tells about a ruinous quest for love and beauty amid degenerating splendor. Gustav von Aschenbach, a successful but lonely author, travels to the Queen of the Adriatic in search of an elusive spiritual fulfillment that turns into his erotic doom. Spellbound by a beautiful Polish boy, he finds himself fettered to this hypnotic city of sun-drenched sensuality and eerie physical decay. Also included in this volume are eleven other stories by Mann: ""Tonio Kroger,"" ""Gladius Dei,"" ""The Blood of the Walsungs,"" ""The Will for Happiness,"" ""Little Herr Friedmann,"" ""Tobias Mindernickel,"" ""Little Lizzy,"" ""Tristan,"" ""The Starvelings,"" ""The Wunderkind,"" and ""Harsh Hour."" All of the stories collected here display Mann's inimitable use of irony, his subtle characterizations, and superb, complex plots.",Paperback,384,1999,53064
30013,"Nightwood, Djuna Barnes' strange and sinuous tour de force, ""belongs to that small class of books that somehow reflect a time or an epoch"" (TLS). That time is the period between the two World Wars, and Barnes' novel unfolds in the decadent shadows of Europe's great cities, Paris, Berlin, and Vienna—a world in which the boundaries of class, religion, and sexuality are bold but surprisingly porous. The outsized characters who inhabit this world are some of the most memorable in all of fiction—there is Guido Volkbein, the Wandering Jew and son of a self-proclaimed baron; Robin Vote, the American expatriate who marries him and then engages in a series of affairs, first with Nora Flood and then with Jenny Petherbridge, driving all of her lovers to distraction with her passion for wandering alone in the night; and there is Dr. Matthew-Mighty-Grain-of-Salt-Dante-O'Connor, a transvestite and ostensible gynecologist, whose digressive speeches brim with fury, keen insights, and surprising allusions. Barnes' depiction of these characters and their relationships (Nora says, ""A man is another person—a woman is yourself, caught as you turn in panic; on her mouth you kiss your own"") has made the novel a landmark of feminist and lesbian literature. Most striking of all is Barnes' unparalleled stylistic innovation, which led T. S. Eliot to proclaim the book ""so good a novel that only sensibilities trained on poetry can wholly appreciate it."" Now with a new preface by Jeanette Winterson, Nightwood still crackles with the same electric charge it had on its first publication in 1936.",Paperback,182,2006,53101
7906,"Rilke is one of the most widely read poets of the 20th century. In his poetry, Rilke addresses the problems of death, God, and ""destructive time,"" and attempts to overcome and transform these problems into an indestructive inner world.",Paperback,224,2005,53109
7906,"We have a marvelous, almost legendary image of the circumstances in which the composition of this great poem began. Rainer Maria Rilke was staying at Duino Castle, on a rocky headland of the Adriatic sea near Trieste. One morning he walked out onto the battlements and climbed down to where the cliffs dropped sharply to the sea. From out of the fierce wind, Rilke seemed to hear a voice: Wer, wenn ich schriee, horte mich denn aus der Engel Ordnungen? (If I cried out, who would hear me up there, among the angelic orders?). He wrote these words, the opening of the first Duino Elegy, in his notebook, then went inside to continue what was to be his major opus—completely only after another ten, tormented years of effort—and one of the literary masterpieces of the century. Duino Elegies speaks in a voice that is both intimate and majestic on the mysteries of human life and our attempt, in the words of the translator David Young, “to use our self-consciousness to some advantage: to transcend, through art and the imagination, our self-deception and our fear.”",Paperback,208,2006,53111
25824,"A young girl spends her summer vacation in a country house where a tiger roams . . . A man reading a mystery finds out too late that he is the murderer's victim . . . In the fifteen stories collected here—including ""Blow-Up,"" which was the basis for Michelangelo Antonioni's film of the same name—Julio Cortazar explores the boundary where the everyday meets the mysterious, perhaps even the terrible.Axolotl House taken over Distances Idol of the Cyclades Letter to a young lady in Paris Yellow flower Continuity of parks Night face up Bestiary Gates of heaven Blow-up End of the game At your service Pursuer Secret weapons.",Paperback,277,1985,53410
25824,"Horacio Oliveira is an Argentinian writer who lives in Paris with his mistress, La Maga, surrounded by a loose-knit circle of bohemian friends who call themselves ""the Club."" A child's death and La Maga's disappearance put an end to his life of empty pleasures and intellectual acrobatics, and prompt Oliveira to return to Buenos Aires, where he works by turns as a salesman, a keeper of a circus cat which can truly count, and an attendant in an insane asylum. Hopscotch is the dazzling, freewheeling account of Oliveira's astonishing adventures.The book is highly influenced by Henry Miller’s reckless and relentless search for truth in post-decadent Paris and Daisetz Teitaro Suzuki’s modal teachings on Zen Buddhism.Cortázar's employment of interior monologue, punning, slang, and his use of different languages is reminiscent of Modernist writers like Joyce, although his main influences were Surrealism and the French New Novel, as well as the ""riffing"" aesthetic of jazz and New Wave Cinema.In 1966, Gregory Rabassa won the first National Book Award to recognize the work of a translator, for his English-language edition of Hopscotch. Julio Cortazar was so pleased with Rabassa's translation of Hopscotch that he recommended the translator to Gabriel García Márquez when García Márquez was looking for someone to translate his novel One Hundred Years of Solitude into English. ""Rabassa's One Hundred Years of Solitude improved the original,"" according to García Márquez.",Paperback,564,1987,53413
25824,"As one of the main characters, the intellectual Juan, puts it: to one person the City might appear as Paris, to another it might be where one goes upon getting out of bed in Barcelona; to another it might appear as a beer hall in Oslo. This cityscape, as Carlos Fuentes describes it, ""seems drawn up by the Marx Brothers with an assist from Bela Lugosi!"" It is the meeting place for a wild assortment of bohemians in a novel described by The New York Times as ""Deeply touching, enjoyable, beautifully written and fascinatingly mysterious."" Library Journal has said 62: A Model Kit is ""a highly satisfying work by one of the most extraordinary writers of our time.""",Paperback,288,2000,53414
25824,"Una síntesis polémica de sus búsquedas estéticas y su interés por los movimientos revolucionarios de aquellos años. Puede leerse como un desplazamiento natural de los personajes y los temas de Rayuela hacia las urgencias y los fervores de un mundo convulsionado. Pero conserva de aquella novela fundamental toda la fantasía, el desenfado y la frescura que han hecho de Cortázar un escritor único e irrepetible dentro del panorama literario del siglo veinte.",Paperback,432,2004,53421
25824,"""The Instruction Manual,"" the first chapter, is an absurd assortment of tasks and items dissected in an instruction-manual format. ""Unusual Occupations,"" the second chapter, describes the obsessions and predilections of the narrator's family, including the lodging of a tiger-just one tiger- ""for the sole purpose of seeing the mechanism at work in all its complexity."" Finally, the ""Cronopios and Famas"" section delightfully characterizes, in the words of Carlos Fuentes, ""those enemies of pomposity, academic rigor mortis and cardboard celebrity-a band of literary Marx Brothers."" As the Saturday Review remarked; ""Each page of Cronopios and Famas sparkles with vivid satire that goes to the heart of human character and, in the best pieces, to the essence of the human condition.""",Paperback,162,1999,53423
5775606,"Breve e intensa novela publicada en 1948, este logrado fruto de la denominada ""literatura existencial"" le dio a su autor un reconocimiento que traspasó las fronteras nacionales. Para quien todavía no la leyó, El túnel es la mejor introducción al universo prodigioso de Ernesto Sábato; para quien la conoce, un clásico de las letras del continente, una historia sobre el drama del hombre arrojado en el sinsentido más doloroso: la conciencia de la nada. El narrador describe una historia de amor y muerte en la que muestra la soledad del individuo contemporáneo. No están ausentes de esta trama policial y de suspenso, la locura y la increíble reflexión del protagonista, el pintor Juan Pablo Castel, debatiéndose por comprender las causas que lo arrastraron a matar a la mujer que amaba, María Iribarne, y que era su única vía de salvación. En este alucinante drama de la vida interior, seres intrincados en la bestial búsqueda de comprensión ceden a la mentira, la hipocresía y los celos desmedidos hasta el crimen más inexplicable. Aventura amorosa, aventura onírica, aventura del ser que dan testimonio de un asesinato, de cierta memoria culpable y de una valiente introspección. Técnicamente perfecta y de lectura apasionante, El túnel excede el negativismo ácido de Sartre y la frenética huida hacia el vacío que plantea El extranjero de Camus, pero tiene de esos dos maestros literarios la impronta genial que hace de la escritura una radiografía del alma atormentada.",Paperback,158,2003,53447
11633,"""How about a story? Spin us a yarn.""Instantly, Phoebe Winterbottom came to mind. ""I could tell you an extensively strange story,"" I warned.""Oh, good!"" Gram said. ""Delicious!""And that is how I happened to tell them about Phoebe, her disappearing mother, and the lunatic.As Sal entertains her grandparents with Phoebe's outrageous story, her own story begins to unfold — the story of a thirteen-year-old girl whose only wish is to be reunited with her missing mother.In her own award-winning style, Sharon Creech intricately weaves together two tales, one funny, one bittersweet, to create a heartwarming, compelling, and utterly moving story of love, loss, and the complexity of human emotion.",Paperback,280,1996,53496
5668,"The classic novel, international sensation, and inspiration for the film starring Anthony Quinn explores the struggle between the aesthetic and the rational, the inner life and the life of the mind.The classic novel Zorba the Greek is the story of two men, their incredible friendship, and the importance of living life to the fullest. Zorba, a Greek working man, is a larger-than-life character, energetic and unpredictable. He accompanies the unnamed narrator to Crete to work in the narrator’s lignite mine, and the pair develops a singular relationship. The two men couldn’t be further apart: The narrator is cerebral, modest, and reserved; Zorba is unfettered, spirited, and beyond the reins of civility. Over the course of their journey, he becomes the narrator’s greatest friend and inspiration and helps him to appreciate the joy of living.Zorba has been acclaimed as one of the most remarkable figures in literature; he is a character in the great tradition of Sinbad the Sailor, Falstaff, and Sancho Panza. He responds to all that life offers him with passion, whether he’s supervising laborers at a mine, confronting mad monks in a mountain monastery, embellishing the tales of his past adventures, or making love. Zorba the Greek explores the beauty and pain of existence, inviting readers to reevaluate the most important aspects of their lives and live to the fullest.",Paperback,335,2000,53639
16,"Winner of the 1921 Pulitzer Prize, The Age of Innocence is Edith Wharton’s masterful portrait of desire and betrayal during the sumptuous Golden Age of Old New York, a time when society people “dreaded scandal more than disease.”This is Newland Archer’s world as he prepares to marry the beautiful but conventional May Welland. But when the mysterious Countess Ellen Olenska returns to New York after a disastrous marriage, Archer falls deeply in love with her. Torn between duty and passion, Archer struggles to make a decision that will either courageously define his life—or mercilessly destroy it.",Paperback,332,2004,53835
22515,"The War of the End of the World is one of the great modern historical novels. Inspired by a real episode in Brazilian history, Mario Vargas Llosa tells the unforgettable story of an apocalyptic movement, led by a mysterious prophet, in which prostitutes, beggars and bandits establish Canudos, a new republic, a libertarian paradise.~publisher's web site",Paperback,568,1986,53925
